Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
5/23/2019 9:30,5/23/2019 10:00,Manhattan,Central Park,Harlem Meer,turtle,Central,No data,No data,1,Adult,Terrestrial Reptile or Amphibian,1-1-174632602,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/24/2018 20:42,8/25/2018 13:45,Queens,Baisley Pond Park,"South end of park, along Baisley Blvd",Bearded dragon,Central,Exotic,No data,2,Adult,Terrestrial Reptile or Amphibian,1-1-1608597876,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/6/2018 16:15,8/7/2018 15:15,Queens,Baisley Pond Park,near the parking lot,Iguana,Employee,Exotic,No data,2.5,Adult,Terrestrial Reptile or Amphibian,1-1-1599178290,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
1/7/2019 12:20,1/7/2019 12:21,Queens,Bowne Park,Around Bowne Pond,Red-Eared Slider,Central,Invasive,No data,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,3,FALSE,FALSE,,,FALSE,FALSE,
6/2/2019 17:15,6/5/2019 9:20,Staten Island,LaTourette Park & Golf Course,Perimeter of park,Snapping turtle,Other,Native,No data,0.25,Adult,Terrestrial Reptile or Amphibian,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
9/19/2018 13:31,9/19/2018 16:48,Staten Island,Willowbrook Park,Willowbrook Pond,Turtle,Employee,No data,No data,1,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
9/20/2018 11:30,9/20/2018 11:35,Manhattan,Central Park,Harlem Meer,Cormorant,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.75,Adult,Birds,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
2/13/2019 12:00,2/13/2019 15:42,Staten Island,Wolfe's Pond Park,Beach near the lifeguard trailer,Brant Goose,Employee,Native,Unhealthy,0.5,Adult,Birds,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
3/30/2019 13:15,3/30/2019 13:30,Brooklyn,Shore Park and Parkway,By the 4th Avenue entrance,Opossum,Central,Native,Unhealthy,1.5,Adult,Small Mammals-non RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
4/2/2019 9:20,4/2/2019 9:25,Bronx,Van Cortlandt Park,Driveway leading to Arthur Ross Nursery,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1702035690,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
5/22/2019 9:30,5/22/2019 9:30,Brooklyn,Dyker Beach Park,13th ave and 86th street,Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
3/31/2019 8:00,3/31/2019 9:50,Brooklyn,Saratoga Park,"East entrance directly across from 55 Saratoga Avenue (40.685087, -73.917907)",Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,TRUE,FALSE,
11/22/2018 16:15,11/22/2018 16:30,Brooklyn,Prospect Park,"Prospect Park, by Grecian Shelter",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
10/30/2018 16:30,10/31/2018 13:30,Brooklyn,Prospect Park,Wellhouse,Raccoon,Public,Native,Unhealthy,21,Adult,Small Mammals-RVS,1-1-1638258402,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
4/28/2019 8:30,4/28/2019 9:37,Queens,Forest Park,Trails near soccer field (Victory Field),Raccoon,Public,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,1-1-171466824,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
3/30/2019 14:45,3/30/2019 15:05,Queens,College Point Park,"College Point Blvd & 14th Ave (40.7855485,-73.8458702)",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,1-1-1694669765,Unfounded,1,FALSE,FALSE,,,TRUE,FALSE,
8/31/2018 10:30,8/31/2018 10:31,Manhattan,Inwood Hill Park,The caves,Cat,Employee,Domestic,Healthy,2,Infant,Domestic,1-1-1610698201,Animal Care Center,3,TRUE,FALSE,,,TRUE,FALSE,40180/40181/40182
4/30/2019 14:00,4/30/2019 14:00,Staten Island,Clove Lakes Park,On bank near Martling Ave.,Domestic Duck,Observed by Ranger,Domestic,Healthy,0.25,Infant,Domestic,1-1-1709509701,Animal Care Center,3,FALSE,FALSE,,,FALSE,FALSE,79053
6/24/2018 10:00,6/24/2018 11:00,Manhattan,Central Park,,Raccoon,Central,Native,Injured,2,Infant,Small Mammals-RVS,1-11-580068259,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,32202
9/6/2018 10:05,9/6/2018 10:05,Bronx,Pelham Bay Park,Orchard Beach/ City Island Traffic Circle,White Tailed Deer,Central,Native,Unhealthy,2,Infant,Deer,1-1-1613258202,Animal Care Center,1,FALSE,FALSE,,,TRUE,TRUE,40789
9/3/2018 9:30,9/3/2018 9:30,Manhattan,Central Park,W 79th and Central Park Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Infant,Small Mammals-RVS,1-1-1611145060,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40495
9/3/2018 9:00,9/3/2018 9:00,Manhattan,Central Park,W 96th and Central Park Drive,Raccoon,Central,Native,Unhealthy,1,Infant,Small Mammals-RVS,1-1-1612582131,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40494
8/23/2018 14:00,8/23/2018 14:06,Manhattan,Central Park,W 86St. & Bridlepath,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Infant,Small Mammals-RVS,1-1-1605107550,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,39192
8/19/2018 9:00,8/19/2018 9:00,Manhattan,Central Park,Arthur Ross Pinetum,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Infant,Small Mammals-RVS,1-1-1604754121,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,38647
8/14/2018 15:00,8/14/2018 15:05,Manhattan,Central Park,E 76th and 5th Ave,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Infant,Small Mammals-RVS,1-1-1602212590,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,38189
8/13/2018 10:30,8/13/2018 10:30,Manhattan,Central Park,77th & West Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Infant,Small Mammals-RVS,1-1-1597899544,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,38025
7/18/2018 10:18,7/18/2018 11:00,Manhattan,Central Park,Lasker Rink - parking lot - placed in bucket by CPC,raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Infant,Small Mammals-RVS,1-1-1589216055,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,34937
4/23/2019 10:00,4/23/2019 10:06,Staten Island,Blue Heron Park,Intersection of green and red trail close to Spring Pond,Skunk,Observed by Ranger,Native,Unhealthy,1.25,Infant,Small Mammals-RVS,1-1-1710353230,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,60772
7/20/2018 16:00,7/20/2018 16:30,Manhattan,Inwood Hill Park,IH,Mallard duck,Central,Native,Healthy,0.5,Infant,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
4/11/2019 15:30,4/11/2019 15:30,Manhattan,Central Park,"102 Street Cut Through, North Woods",Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Infant,Small Mammals-RVS,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/17/2019 8:30,5/17/2019 8:31,Manhattan,Highline Park,Highline Park,sparrow,Employee,Native,No data,0.2,Infant,Birds,,Advised/Educated others,1,TRUE,FALSE,,,FALSE,FALSE,
5/31/2019 8:00,5/31/2019 8:30,Manhattan,Tompkins Square Park,Hawk Nest Near Avenue B and East 10th entrance to park,Red-tailed Hawk,Public,Native,No data,0.5,Infant,Raptors,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
6/27/2018 10:43,6/27/2018 10:44,Manhattan,John V. Lindsay East River Park,,dutch blue love bird,Central,Exotic,Unhealthy,0,Infant,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
6/2/2019 12:00,6/2/2019 12:00,Bronx,Van Cortlandt Park,Unspecified Location,Mallard Duck,Public,Native,Healthy,3.5,Infant,Birds,1-1-1727532800,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/24/2019 14:30,5/24/2019 15:00,Brooklyn,Prospect Park,Lincoln Road entrance,Mallard Duck,Public,Native,Healthy,4,Infant,Birds,1-1-1718168050,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/11/2019 13:10,5/11/2019 13:10,Queens,Forest Park,Forest Park Visitor Center,Fledgling (possibly Starling),Public,Native,Healthy,2.5,Infant,Birds,1-1-171611660,Rehabilitator,1,FALSE,FALSE,Wild Bird Fun,,FALSE,FALSE,
8/11/2018 11:54,8/11/2018 12:10,Manhattan,Central Park,Dana Center / MLK inside the park on the path,Squirrel,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Infant,Small Mammals-non RVS,1-1-1602166960,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/25/2019 16:00,4/25/2019 16:20,Staten Island,Blue Heron Park,Fork in the red and green trail,Skunk,Observed by Ranger,Native,Healthy,3,Infant,Small Mammals-RVS,1-1-1-708282770,Rehabilitator,2,FALSE,FALSE,,,FALSE,FALSE,
7/13/2018 14:30,7/13/2018 14:30,Bronx,Van Cortlandt Park,,Infant Squirrel,Other,Native,No data,2,Infant,Small Mammals-non RVS,1-11-588704060,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
5/9/2019 9:00,5/9/2019 9:00,Bronx,Williamsbridge Oval Recreation Center,Williamsbridge Oval Park (Unspecified Location),Bird/Unspecified Species,Employee,No data,Unhealthy,2,Infant,Birds,1-1-17 14404721,Rehabilitator,5,TRUE,FALSE,Wild Bird Fund,,FALSE,FALSE,
7/15/2018 18:40,7/15/2018 18:40,Bronx,Van Cortlandt Park,VC,Mallard Duck,Public,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,7,FALSE,FALSE,,,FALSE,FALSE,
5/22/2019 14:00,5/22/2019 14:15,Manhattan,Central Park,5th Ave and 108th St,American Robin,Public,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
6/22/2018 14:45,6/22/2018 15:00,Manhattan,Central Park,,,Employee,Native,Healthy,1.25,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/23/2019 0:00,4/23/2019 13:15,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center,Painted Turtle,Public,Native,Healthy,0.1,Infant,Other,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/21/2019 13:45,4/21/2019 13:45,Bronx,Van Cortlandt Park,Parade Ground Bridle Path,Painted Turtle,Public,Native,Healthy,0.1,Infant,Other,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/15/2018 15:45,8/15/2018 15:50,Brooklyn,Marine Park,Burnett Street and Avenue U,Eastern Gray Squirrel,Public,Native,Healthy,0.5,Infant,Small Mammals-non RVS,,Relocated/Condition Corrected,4,FALSE,FALSE,,,FALSE,FALSE,
6/15/2018 14:00,6/15/2018 16:30,Manhattan,Central Park,,raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/11/2018 15:20,8/11/2018 16:12,Queens,Flushing Meadows Corona Park,Boathouse,Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,1-1-1597899500,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
7/14/2018 9:15,7/14/2018 9:30,Manhattan,Central Park,in the bushes just outside of the fence to the 110thst Playground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,1,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
11/1/2018 9:00,11/1/2018 11:30,Manhattan,Central Park,Conservatory Water,gull,Central,Native,Injured,0.5,Infant,Birds,1-1-1638620433,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
9/8/2018 10:00,9/8/2018 10:30,Brooklyn,Coffey Park,Unknown,Eastern Gray Squirrel,Central,Native,No data,1.5,Infant,Small Mammals-non RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
6/6/2019 10:00,6/6/2019 10:45,Bronx,851 Fairmont Pl,Inside Miricale Gardens (community Garden),Rooster,Employee,Domestic,Healthy,2,Juvenile,Birds,1-1-1729971530,Animal Care Center,3,FALSE,FALSE,,,FALSE,FALSE,83788
7/8/2018 9:40,7/8/2018 11:00,Bronx,Space Time Playground,Space time plygnd,Cat,Central,Domestic,Healthy,1,Juvenile,Domestic,1-11-584669690,Animal Care Center,3,FALSE,FALSE,,,FALSE,FALSE,40827
1/5/2019 14:20,1/5/2019 14:25,Manhattan,Central Park,Dana Center Men's Restroom,Chicken,"Conservancies/""Friends of"" Groups",Domestic,Healthy,1,Juvenile,Domestic,1-1-1665409000,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,51926
2/18/2019 12:30,2/18/2019 12:50,Queens,Captain Tilly Park,Parks Building,Chicken,Employee,Domestic,Healthy,2.25,Juvenile,Domestic,1-1-1682001291,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,55167
12/18/2018 9:00,12/18/2018 9:15,Queens,Frederick B. Judge Playground,"In Playground, under play equipment",Chicken,Employee,Domestic,Healthy,1,Juvenile,Domestic,1-1-1657709360,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,50725
12/1/2018 13:20,12/1/2018 13:25,Queens,Police Officer Edward Byrne Park,135th Ave and 133rd St,Chicken,Central,Domestic,Healthy,2,Juvenile,Domestic,1-1-1652016772,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,48535
11/16/2018 12:30,11/16/2018 13:00,Queens,Fort Totten Park,Playground Ninety,Chicken,Employee,Domestic,Healthy,3,Juvenile,Domestic,1-1-1644544150,Animal Care Center,1,TRUE,FALSE,,,FALSE,FALSE,59258
10/29/2018 10:15,10/29/2018 10:30,Queens,Forest Park,Dog run Park Lane South 87th street,Dog,Employee,Domestic,Healthy,2,Juvenile,Domestic,1-1-1631200930,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45885
5/20/2019 11:00,5/20/2019 11:45,Staten Island,Willowbrook Park,Next to comfort station,Domestic Duck,Employee,Domestic,Healthy,2,Juvenile,Domestic,,Animal Care Center,5,FALSE,FALSE,,,FALSE,FALSE,1-1-1721095361
8/16/2018 15:00,8/16/2018 15:15,Manhattan,Central Park,"79 street transverse road, east side",raccoon,Public,Native,Healthy,1.5,Juvenile,Small Mammals-non RVS,1-1-1604583423,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,38398
1/27/2019 16:00,1/27/2019 16:15,Brooklyn,Marine Park,near Ballfields,Herring Gull,Public,Native,Injured,1.5,Juvenile,Birds,1-1-1675123980,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,53565
4/22/2019 10:30,4/22/2019 13:21,Queens,Rockaway Beach and Boardwalk,Beach 23rd Street inside plover site,Northern Gannet,Employee,Native,Injured,2.25,Juvenile,Birds,1-1-1709572321,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,60715
8/14/2018 13:00,8/15/2018 14:00,Queens,Rockaway Beach and Boardwalk,Beach 41st Street near Shore,Herring Gull,Employee,Native,Injured,1,Juvenile,Birds,1-1-1604132980,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,38184
8/6/2018 15:30,8/6/2018 15:30,Queens,Evergreen Park,,House Sparrow,Central,Native,Injured,3,Juvenile,Birds,1-1-1599116094,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45070
9/24/2018 11:00,9/24/2018 11:30,Queens,Cunningham Park,Comfort Station Near 73rd Avenue and Francis Lewis Blvd.,Chicken,Employee,Domestic,Injured,1,Juvenile,Domestic,1-1-1619568601,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,42420
5/26/2019 11:00,5/26/2019 12:00,Brooklyn,Sunset Park,Near 5th Ave & 41st Street Entrance,Opossum,Central,Native,Injured,2,Juvenile,Small Mammals-non RVS,1-1-1726194712,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,64014
11/13/2018 1:30,11/13/2018 13:45,Brooklyn,Prospect Park,"9th Street & West Drive 40.663980,-73.974195",Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Small Mammals-RVS,1-1-1641115420,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,47195
9/19/2018 12:00,9/19/2018 12:15,Manhattan,Central Park,W90th / CPW drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,1,Juvenile,Small Mammals-RVS,1-1-1619568077,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,41959
7/19/2018 12:00,7/19/2018 0:30,Manhattan,Central Park,Walking path to Delocorte Thearter,Raccoon,Employee,Native,Injured,1.5,Juvenile,Small Mammals-RVS,1-11-590496249,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,35104
6/12/2018 14:00,6/12/2018 2:35,Manhattan,Central Park,,Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Small Mammals-RVS,1-11-579641512,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,37529
6/1/2018 12:00,6/1/2018 12:30,Manhattan,Central Park,,RACCOON,Employee,Native,Injured,1.25,Juvenile,Small Mammals-RVS,,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,36061
3/13/2019 15:00,3/13/2019 16:00,Queens,Forest Park,"88th Street and Myrtle Ave (40.702828, -73.858941)",Raccoon,Employee,Native,Injured,2,Juvenile,Small Mammals-RVS,1-1-1689343822,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,56993
10/23/2018 11:00,10/23/2018 11:30,Brooklyn,Prospect Park,"Lakeside, near the water",Raccoon,"Conservancies/""Friends of"" Groups",Native,No data,1.5,Juvenile,Small Mammals-RVS,1-1-1632352621,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45308
9/5/2018 13:15,9/5/2018 13:45,Manhattan,Central Park,"Ramble, ~73rd street, near Bow Bridge",Raccoon,"Conservancies/""Friends of"" Groups",Native,No data,1,Juvenile,Small Mammals-RVS,1-1-16135070036,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40681
8/10/2018 13:30,8/10/2018 13:35,Staten Island,South Beach,On beach near Atlantic Ave.,Gull,Employee,Native,Unhealthy,0.25,Juvenile,Birds,1-1-1601746282,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,
8/3/2018 11:45,8/3/2018 11:56,Staten Island,Midland Beach,Beach off of Seaver Avenue,Herring Gull,Employee,Native,Unhealthy,1.5,Juvenile,Birds,1-1-1598979882,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,36935
8/2/2018 16:08,8/2/2018 16:29,Staten Island,Midland Beach,"Responded at Midland Ave and Father Capadonno Blvd boardwalk entrance, near picnic area.",Herring Gull,Employee,Native,Unhealthy,0.25,Juvenile,Birds,1-1-1599033774,Animal Care Center,1,TRUE,FALSE,,,FALSE,FALSE,36851
7/22/2018 14:30,7/22/2018 14:44,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,,Double crested cormorant,Employee,Native,Unhealthy,1.75,Juvenile,Birds,1-1-1590964411,Animal Care Center,1,TRUE,FALSE,,,FALSE,FALSE,35484
7/5/2018 13:58,7/5/2018 13:58,Staten Island,Ocean Breeze Park,,Cormorant,Employee,Native,Unhealthy,1.5,Juvenile,Birds,1-11-584298431,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40434
8/12/2018 10:00,8/12/2018 12:30,Manhattan,Central Park,"The ramble, on the point about 73 street mid-park",raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-non RVS,1-1-1601184302,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,37963
12/6/2018 11:00,12/6/2018 11:00,Bronx,Orchard Beach,"40.8757840, -73.7879630 Hunter Island",Raccoon,Public,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1652596290,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,49912
9/13/2018 10:00,9/13/2018 10:20,Bronx,Pelham Bay Park,Playground For All Children,Raccoon,Employee,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1615765941,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,41389
6/5/2019 11:00,6/5/2019 11:20,Brooklyn,Dyker Beach Park,"Dyker 14th Ballfields; 40.613081, -74.014714",Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1728538570,Animal Care Center,1,FALSE,FALSE,,,TRUE,FALSE,64980
11/17/2018 9:05,11/17/2018 9:15,Brooklyn,Prospect Park,"Peninsula by Wellhouse; 40.6562955, -73.9699099",Raccoon,Employee,Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,1-1-1641115831,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,47447 OR 47448 (see details)
11/15/2018 10:20,11/15/2018 10:20,Brooklyn,Owl's Head Park,"Top of the hill, behind the wall 40.640651, -74.033343",Raccoon,Public,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1644905307,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,47330
11/15/2018 9:45,11/15/2018 9:50,Brooklyn,Prospect Park,"Prospect Park Picnic House 40.665395, -73.972256",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1642034450,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,47323
11/12/2018 10:15,11/12/2018 10:30,Brooklyn,Prospect Park,"Near Forestry Office 40.665321,-73.973867",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-164579301,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,47070
11/7/2018 11:30,11/7/2018 11:45,Brooklyn,Prospect Park,"Ravine 40.660364,-73.965359",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,1-1-1641417962,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,46681
11/6/2018 9:15,11/6/2018 9:56,Brooklyn,Prospect Park,"9th Street / Long Meadow  40.663102, -73.975119",Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1636492850,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,46579
10/29/2018 11:00,10/29/2018 12:00,Brooklyn,Prospect Park,Breeze Hill (40.659636 - 73.965214),Raccoon,Employee,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1631200931,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45903
10/28/2018 10:45,10/28/2018 10:45,Brooklyn,Prospect Park,"South Lullwater just north of Terrace Bridge; 40.658459, -73.968532",Raccoon,Public,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1636206020,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45767
10/26/2018 13:30,10/26/2018 2:35,Brooklyn,Prospect Park,"East Arch 40.662252, -73.965346",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2.75,Juvenile,Small Mammals-RVS,1-1-1636492030,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45609
10/18/2018 12:45,10/18/2018 13:15,Brooklyn,Prospect Park,"By Center Drive and East Drive 40.663591, -73.965373",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1629461862,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,44868
10/18/2018 8:30,10/18/2018 9:00,Brooklyn,Prospect Park,"North Lullwater near Neathermeade  40.660521, -73.967395",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1629461860,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,44837
4/3/2019 16:30,4/3/2019 16:40,Manhattan,Fort Tryon Park,West of the Anne Loftus Playground on the path up the hill by the glacial pothole,Skunk,Public,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,1-1-1697722871,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,59026
2/26/2019 12:30,2/26/2019 12:30,Manhattan,Inwood Hill Park,"On the uphill trail to the west of Shorakappock Rock 40.873702, -73.923892",Raccoon,Observed by Ranger,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1687601020,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,55845
10/23/2018 14:30,10/23/2018 15:00,Manhattan,Morningside Park,"Behind Basketball Courts at 118th St. and Mornigside Ave  40.807433, -73.957545",Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1631789660,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,45353
10/12/2018 14:05,10/12/2018 14:15,Manhattan,Central Park,100th St Pool - Western most path paralleling CPW,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.75,Juvenile,Small Mammals-RVS,1-1-1626954528,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,44274
9/4/2018 9:00,9/4/2018 9:30,Manhattan,Central Park,"Rumsey Playfield, near Central Park Mall",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,1-1-1609800850,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40543
9/3/2018 15:00,9/3/2018 15:00,Manhattan,Central Park,W 88th and Bridle Path,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1610326691,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,40502
