LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1253201-DCA,Active,NICA RESTAURANT CORP.,NICA TRATTORIA,354,E 84TH ST,NEW YORK,NY,10028,Unenclosed,83,6,11,41207574,40.77557645056724,-73.95106628038445,108,5,http://www.cb8m.com/,14061-2019-RSWC,Unenclosed,83,6,11,Application Review Completed,11/21/2019,04/15/2021,,03/14/2019,Ready For Review,03/14/2019,Approved,03/14/2019,,,Recommend Approval,04/23/2019,Waived,04/30/2019,,,Review Period Expired,05/21/2019,Approved,11/21/2019,Issued,11/21/2019
2057392-DCA,Inactive,KON'TO EURO CARIBBEAN CUISINE CORP,SEAWALK RESTAURANT,261-267,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,518,20,56,50064881,40.866818216952154,-73.92836249592717,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,9195-2017-ASWC,Unenclosed,518,20,56,Application Review Completed,10/10/2017,12/15/2019,,06/23/2017,Ready For Review,06/23/2017,Approved,08/25/2017,,,Review Period Expired,08/13/2017,Recommendation Issued,08/17/2017,SWC Public Hearing,08/09/2017,Approved,10/10/2017,Approved,10/10/2017,Issued,10/10/2017
2074055-DCA,Inactive,QUEEN BEAR LLC,POST OFFICE,188,HAVEMEYER ST,BROOKLYN,NY,11211,Unenclosed,118,6,12,41527515,40.71048479460613,-73.95831006952176,301,34,http://www.nyc.gov/brooklyncb1,4736-2020-RSWC,Unenclosed,118,6,12,Pending Review,03/12/2020,04/15/2020,,03/11/2020,Ready For Review,03/12/2020,Under Review,,Pending Review,03/12/2020,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1001063-DCA,Active,"112 FRENCH, INC.",LE MONDE,2883,BROADWAY,NEW YORK,NY,10025,Unenclosed,741,26,88,40669697,40.80580126923297,-73.96584679403645,109,7,http://www.cb9m.org,26096-2019-RSWC,Unenclosed,741,26,88,Application Review Completed,05/28/2020,09/15/2021,,08/29/2019,Ready For Review,08/29/2019,Approved,08/29/2019,,,Review Period Expired,10/25/2019,Waived,10/25/2019,,,Review Period Expired,11/15/2019,Approved,05/28/2020,Issued,05/28/2020
1315977-DCA,Active,RECTOR STREET FOOD ENTERPRISES LTD.,,87-89,GREENWICH STEET,NEW YORK,NY,10006,Unenclosed,140,4,8,41098607,40.70793068772063,-74.01350416281929,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,14758-2019-RSWC,Unenclosed,140,4,8,Application Review Completed,11/26/2019,04/15/2021,,03/20/2019,Ready For Review,03/20/2019,Approved,03/20/2019,,,Recommend Approval,04/19/2019,Waived,04/24/2019,,,Review Period Expired,05/15/2019,Approved,11/26/2019,Issued,11/26/2019
2091016-DCA,Active,1123 QUENTIN GRILL CORP,,1123,QUENTIN RD,BROOKLYN,NY,11229,Unenclosed,406,18,36,50090256,40.60817969692569,-73.96141361597299,315,48,http://www.nyc.gov/brooklyncb15,9743-2019-ASWC,Unenclosed,406,18,36,Application Review Completed,01/03/2020,09/15/2021,,08/15/2019,Ready For Review,08/15/2019,Approved,08/15/2019,,,Recommend Approval,10/02/2019,Recommendation Issued,10/02/2019,SWC Public Hearing,10/02/2019,Review Period Expired,10/23/2019,Approved,01/03/2020,Issued,01/03/2020
1315889-DCA,Active,S.G.M.G. CORP.,FULL MOON PIZZERIA,600,E 187TH ST,BRONX,NY,10458,Unenclosed,349,12,24,40525206,40.85523866045677,-73.88750523069974,206,15,http://www.bronxmall.com/commboards/cd6.html,26773-2019-RSWC,Unenclosed,349,12,24,Application Review Completed,01/28/2020,09/15/2021,,09/17/2019,Ready For Review,09/17/2019,Approved,09/18/2019,,,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,01/28/2020,Issued,01/28/2020
,Inactive,MEDUSA NYC LLC,MEDUSA,133,5TH AVE,BROOKLYN,NY,11217,Unenclosed,,4,10,,40.67860170433443,-73.97896670979586,306,39,http://www.brooklyncb6.org/,473-2020-ASWC,Unenclosed,,4,10,Pending Review,01/28/2020,,,01/17/2020,Ready For Review,01/28/2020,Review Completed,01/28/2020,Pending Review,01/28/2020,Pending Review,01/28/2020,Pending Review,,SWC Public Hearing,03/18/2020,Pending Review,,Pending Review,,Pending Review,
2043319-DCA,Active,CJFM LLC,LA CONTRADA,84,E 4TH ST,NEW YORK,NY,10003,Unenclosed,400,17,34,50050792,40.72619465821835,-73.98975365032635,103,2,http://www.nyc.gov/manhattancb3,27347-2018-RSWC,Unenclosed,400,17,34,Application Review Completed,02/14/2020,09/15/2020,,12/12/2018,Ready For Review,11/13/2018,Approved,11/13/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,Approved,02/14/2020,Issued,02/14/2020
2045882-DCA,Inactive,75TH & 3RD CORP.,BISTRO LE STEAK,1309,3RD AVE,NEW YORK,NY,10021,Enclosed,504,13,41,41004673,40.771465226372754,-73.9591203207384,108,4,http://www.cb8m.com/,21849-2019-RSWC,Enclosed,504,13,41,Pending Review,01/24/2020,04/18/2020,04/18/2020,06/10/2019,Ready For Review,06/10/2019,Issued Temp Op Letter,06/13/2019,Pending Review,06/13/2019,Pending Review,06/13/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1277362-DCA,Active,SENGUPTA FOOD SERVICES LLC,SOHO PARK,62,PRINCE ST,NEW YORK,NY,10012,Small Unenclosed,255,7,14,41207173,40.72364244230692,-73.99669171028069,102,1,http://www.nyc.gov/manhattancb2,30158-2018-RSWC,Small Unenclosed,255,7,14,Application Review Completed,03/22/2019,12/15/2020,04/02/2019,11/30/2018,Ready For Review,11/30/2018,Approved,12/03/2018,,,Review Period Expired,01/24/2019,Waived,01/24/2019,,,Review Period Expired,02/14/2019,Approved,03/22/2019,Issued,03/22/2019
1458968-DCA,Active,SYMBIONTS LIVING LLC,BAREBURGER,145,COURT ST,BROOKLYN,NY,11201,Unenclosed,292,10,24,41718673,40.6892064305093,-73.99241325325937,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,4386-2018-RSWC,Unenclosed,292,10,24,Application Review Completed,03/26/2018,12/15/2020,04/12/2018,03/12/2018,Ready For Review,03/12/2018,Approved,,Proceed,03/26/2018,Review Period Expired,03/26/2018,Waived,03/26/2018,,,Review Period Expired,03/26/2018,Waived,03/26/2018,Issued,03/26/2018
2018721-DCA,Active,CLOVE INDIAN RESTAURANT INC.,,1592,AMSTERDAM AVE,NEW YORK,NY,10031,Unenclosed,187,12,24,50018578,40.8213885443936,-73.95068935478717,109,7,http://www.cb9m.org,16133-2019-RSWC,Unenclosed,187,12,24,Application Review Completed,04/01/2019,04/15/2021,,03/29/2019,Ready For Review,03/29/2019,Approved,,Proceed,04/01/2019,Recommend Approval,04/01/2019,Waived,04/01/2019,,,Approved,04/01/2019,Approved,04/01/2019,Issued,04/01/2019
2081250-DCA,Active,"Chez Sam, LLC",Benelux,25,BOGART ST,BROOKLYN,NY,11206,Unenclosed,431,8,34,,40.70410781389611,-73.93313225307412,301,34,http://www.nyc.gov/brooklyncb1,15802-2018-ASWC,Unenclosed,431,8,34,Application Review Completed,03/25/2019,12/15/2021,,09/29/2018,Ready For Review,11/14/2018,Approved,11/14/2018,,,Review Period Expired,01/10/2019,Recommendation Issued,01/10/2019,SWC Public Hearing,01/02/2019,Review Period Expired,01/31/2019,Approved,03/25/2019,Issued,03/25/2019
2002637-DCA,Inactive,1462 SECOND RESTAURANT LLC,,1462,2ND AVENUE,NEW YORK,NY,10075,Unenclosed,146,8,16,,40.77154915468971,-73.9559756742882,108,5,http://www.cb8m.com/,4811-2018-RSWC,Unenclosed,146,8,16,Application Review Completed,03/19/2018,04/15/2020,,03/19/2018,Ready For Review,03/19/2018,Approved,,Proceed,03/19/2018,Review Period Expired,03/19/2018,Waived,03/19/2018,,,Approved,03/19/2018,Approved,03/19/2018,Issued,03/19/2018
2075393-DCA,Active,PRYM 1216 STREET LEVEL LLC,WOODPECKER BY DAVID BURKE,1216,BROADWAY,NEW YORK,NY,10001,Unenclosed,133,4,8,50077543,40.746459031033076,-73.98829972889874,105,4,http://www.cb5.org,9774-2018-ASWC,Unenclosed,133,4,8,Application Review Completed,10/02/2018,09/15/2020,,05/08/2018,Ready For Review,05/09/2018,Approved,05/09/2018,Pending Review,05/09/2018,Recommend Approval,07/11/2018,Recommendation Issued,07/11/2018,SWC Public Hearing,06/27/2018,Review Period Expired,08/01/2018,Pending Review,08/01/2018,Issued,10/02/2018
1459845-DCA,Active,"TWO BIKES, LLC",DUDLEY'S,85,ORCHARD ST,NEW YORK,NY,10002,Small Unenclosed,134,6,12,41060193,40.718001612979826,-73.99043310599154,103,1,http://www.nyc.gov/manhattancb3,13913-2019-RSWC,Small Unenclosed,134,6,12,Application Review Completed,03/14/2019,04/15/2021,04/15/2019,03/13/2019,Ready For Review,03/13/2019,Approved,,Proceed,03/14/2019,Recommend Approval,03/14/2019,Waived,03/14/2019,,,Approved,03/14/2019,Approved,03/14/2019,Issued,03/14/2019
2092902-DCA,Inactive,"C & V 77 ENTERPRISES, LLC",GREEN KITCHEN,1475,1ST AVE,NEW YORK,NY,10075,Enclosed,501,14,47,41317385,40.77087857302991,-73.95376661959637,108,5,http://www.cb8m.com/,13465-2019-ASWC,Enclosed,501,14,47,Pending Review,02/04/2020,03/20/2020,03/20/2020,12/06/2019,Ready For Review,12/06/2019,Issued Temp Op Letter,12/06/2019,Pending Review,12/06/2019,Pending Review,12/06/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1277414-DCA,Active,SHANNON CAFE LLC,THE HORNY RAM,951,2ND AVE,NEW YORK,NY,10022,Unenclosed,113,4,8,41297930,40.755276922641464,-73.96844984266826,106,4,http://cbsix.org,29354-2018-RSWC,Unenclosed,113,4,8,Application Review Completed,06/28/2019,12/15/2020,,11/26/2018,Ready For Review,11/26/2018,Approved,12/04/2018,,,Review Period Expired,01/16/2019,Waived,01/16/2019,,,Review Period Expired,02/14/2019,Approved,06/28/2019,Issued,06/28/2019
2051496-DCA,Active,SILO EAST INC.,,953,2ND AVE,NEW YORK,NY,10022,Unenclosed,42,4,8,41660862,40.75532906588124,-73.9684245518363,106,4,http://cbsix.org,26419-2019-RSWC,Unenclosed,42,4,8,Application Review Completed,01/30/2020,09/15/2021,,09/11/2019,Ready For Review,09/11/2019,Approved,09/12/2019,,,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,01/30/2020,Issued,01/30/2020
1458701-DCA,Inactive,ABRIL NY CORPORATION,,162,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,116,6,13,41482610,40.730790276075126,-73.95763347194337,301,33,http://www.nyc.gov/brooklyncb1,5548-2018-RSWC,Unenclosed,116,6,13,Application Review Completed,05/13/2019,04/15/2020,,03/28/2018,Ready For Review,03/28/2018,Approved,,Proceed,05/13/2019,Recommend Approval,05/13/2019,Recommendation Issued,05/13/2019,,,,,Approved,05/13/2019,Issued,05/13/2019
2019767-DCA,Active,12 CHAIRS BYN LLC,12 CHAIRS CAFE,342,WYTHE AVE,BROOKLYN,NY,11249,Unenclosed,237,17,34,50018577,40.714582266760935,-73.96519373042419,301,33,http://www.nyc.gov/brooklyncb1,14249-2019-RSWC,Unenclosed,237,17,34,Application Review Completed,03/15/2019,04/15/2021,,03/15/2019,Ready For Review,03/15/2019,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,03/15/2019
1387916-DCA,Active,187 RESTAURANT CORP.,REFRIED BEANS MEXICAN GRILL,591,FORT WASHINGTON AVE,NEW YORK,NY,10033,Unenclosed,181,4,16,41414572,40.8550183823015,-73.93714485216873,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,26702-2019-RSWC,Unenclosed,181,4,16,Application Review Completed,02/20/2020,09/15/2021,,09/16/2019,Ready For Review,09/16/2019,Approved,09/19/2019,,,Review Period Expired,11/07/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,02/20/2020,Issued,02/20/2020
2045870-DCA,Inactive,SERAFINA LUDLOW CORP,,98,RIVINGTON ST,NEW YORK,NY,10002,Unenclosed,249,16,32,50057824,40.72025762216451,-73.98843780798279,103,1,http://www.nyc.gov/manhattancb3,5710-2020-RSWC,Unenclosed,249,16,32,Submitted,05/20/2020,12/15/2019,,06/18/2020,Submitted,,Under Review,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2088678-DCA,Active,SUPER NORIEGA LLC,BABY BRASA,173,7TH AVE S,NEW YORK,NY,10014,Enclosed,272,11,22,50064514,40.73596368922314,-74.00134593266115,102,3,http://www.nyc.gov/manhattancb2,8720-2019-ASWC,Enclosed,272,11,22,Application Review Completed,01/16/2020,05/15/2021,,07/24/2019,Ready For Review,07/24/2019,Approved,07/24/2019,Proceed,10/21/2019,Review Period Expired,12/04/2019,Recommendation Issued,12/04/2019,SWC Public Hearing,12/04/2019,Review Period Expired,12/27/2019,Approved,01/16/2020,Issued,01/16/2020
1283230-DCA,Active,600 WEST 169TH REST. INC.,COOGANS,4015,BROADWAY,NEW YORK,NY,10032,Unenclosed,360,22,44,40382395,40.84168872728264,-73.93973071005414,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,27019-2018-RSWC,Unenclosed,360,22,44,Application Review Completed,03/16/2019,12/15/2020,,11/09/2018,Ready For Review,11/09/2018,Approved,11/09/2018,,,Review Period Expired,12/27/2018,Waived,12/27/2018,,,Review Period Expired,01/17/2019,,,Issued,03/16/2019
1186113-DCA,Inactive,FLEJ INC.,,229,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,162,8,16,40399279,40.776315091395645,-73.97935467420902,107,6,http://www.nyc.gov/mcb7,26596-2019-RSWC,Unenclosed,162,8,16,Application Review Completed,05/14/2020,01/23/2020,01/23/2020,10/04/2019,Ready For Review,09/13/2019,Process Completed,09/16/2019,,,,,,,,,,,,,,
2091718-DCA,Active,GREENE STREET SUPERFOODS LLC,,384,BROOME ST,NEW YORK,NY,10013,Unenclosed,92,6,12,,40.720409113467205,-73.99657282141827,102,1,http://www.nyc.gov/manhattancb2,9256-2019-ASWC,Unenclosed,92,6,12,Application Review Completed,06/03/2020,12/15/2021,,08/05/2019,Ready For Review,08/05/2019,Approved,08/05/2019,,,Recommend Approval,08/28/2019,Recommendation Issued,09/25/2019,SWC Public Hearing,09/25/2019,Review Period Expired,11/15/2019,Approved,06/03/2020,Issued,06/03/2020
,Inactive,10802 72ND REST LLC,REEF,10802,72ND AVE,FOREST HILLS,NY,11375,Unenclosed,,12,24,50008263,40.71950820342885,-73.84250334677061,406,29,http://queenscb6.org/,1583-2020-ASWC,Unenclosed,,12,24,Pending Review,02/20/2020,,,02/19/2020,Ready For Review,02/19/2020,Review Completed,02/20/2020,Pending Review,02/20/2020,Review Period Expired,04/17/2020,Waived,04/17/2020,,,Review Period Expired,05/08/2020,Pending Review,,Pending Review,
1381059-DCA,Active,1475 SECOND AVENUE BAGEL LLC,PICK A BAGEL,1475,2ND AVE,NEW YORK,NY,10075,Unenclosed,164,10,20,41422914,40.77195825127373,-73.95631838703186,108,4,http://www.cb8m.com/,27019-2019-RSWC,Unenclosed,164,10,20,Application Review Completed,02/07/2020,09/15/2021,,09/18/2019,Ready For Review,09/18/2019,Approved,09/19/2019,,,Recommend Approval,10/31/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,02/07/2020,Issued,02/07/2020
2071243-DCA,Active,FUSHA FUSION RESTAURANT INC,,1065,1ST AVE,NEW YORK,NY,10022,Small Unenclosed,93,6,12,50060603,40.75919463627756,-73.96250288132947,106,5,http://cbsix.org,5205-2018-ASWC,Small Unenclosed,93,6,12,Application Review Completed,07/19/2018,09/15/2020,,03/16/2018,Ready For Review,03/16/2018,Approved,03/20/2018,,,Review Period Expired,05/10/2018,Recommendation Issued,05/16/2018,SWC Public Hearing,05/09/2018,Review Period Expired,06/06/2018,Approved,07/12/2018,Issued,07/19/2018
1430367-DCA,Inactive,WKNAPP LTD.,TABLE D' HOTE,44,E 92ND ST,NEW YORK,NY,10128,Small Unenclosed,47,2,8,41621934,40.78445484518468,-73.95581547792192,108,4,http://www.cb8m.com/,6646-2018-RSWC,Small Unenclosed,47,2,8,Application Review Completed,08/10/2018,04/15/2020,,04/13/2018,Ready For Review,04/13/2018,Approved,04/16/2018,Pending Review,04/16/2018,Recommend Approval,05/16/2018,Waived,05/16/2018,,,Review Period Expired,06/06/2018,Approved,08/10/2018,Issued,08/10/2018
2087103-DCA,Active,GEISHA 3470 INC,,3470,BROADWAY,NEW YORK,NY,10031,Unenclosed,156,8,18,50081544,40.82407612547231,-73.95187971164238,109,7,http://www.cb9m.org,4158-2019-ASWC,Unenclosed,156,8,18,Application Review Completed,07/31/2019,09/15/2021,,04/11/2019,Ready For Review,04/16/2019,Approved,04/16/2019,,,Recommend Approval,06/06/2019,Recommendation Issued,06/06/2019,SWC Public Hearing,06/05/2019,Review Period Expired,07/03/2019,Approved,07/31/2019,Issued,07/31/2019
2035689-DCA,Active,1205 ON SURF CORP,THE RED DOORS BAR & GRILL,1205,SURF AVE,BROOKLYN,NY,11224,Unenclosed,224,8,24,50034079,40.575804019263835,-73.97991701658,313,47,http://www.nyc.gov/html/bkncb13/html/home/home.shtml,12501-2018-RSWC,Unenclosed,224,8,24,Application Review Completed,04/08/2019,09/15/2020,,09/07/2018,Ready For Review,10/05/2018,Approved,10/05/2018,,,Recommend Approval,10/16/2018,Waived,10/18/2018,,,Review Period Expired,11/08/2018,Approved,04/08/2019,Issued,04/08/2019
1311123-DCA,Active,MAZ MEZCAL INC.,,316,E 86TH ST,NEW YORK,NY,10028,Small Unenclosed,208,6,24,40581692,40.777272706955216,-73.95108669770936,108,5,http://www.cb8m.com/,26132-2019-RSWC,Small Unenclosed,208,6,24,Application Review Completed,01/30/2020,09/15/2021,,08/30/2019,Ready For Review,08/30/2019,Approved,09/03/2019,,,Recommend Approval,09/05/2019,Waived,10/25/2019,,,Review Period Expired,11/15/2019,Approved,01/30/2020,Issued,01/30/2020
1072082-DCA,Inactive,CLASSIC FOOD INC,,267,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,102,3,6,40751933,40.77755280643208,-73.97847329130418,107,6,http://www.nyc.gov/mcb7,35279-2019-RSWC,Unenclosed,102,3,6,Pending Review,02/20/2020,05/31/2020,05/31/2020,12/12/2019,Ready For Review,12/12/2019,Issued Temp Op Letter,12/13/2019,Pending Review,12/13/2019,Review Period Expired,02/13/2020,Waived,02/13/2020,,,Review Period Expired,03/05/2020,Pending Review,,Pending Review,
2006631-DCA,Inactive,THAI SMILE RESTAURANT INC.,TUE THAI FOOD,3,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,152,10,20,41634218,40.73374044648179,-73.99976907019774,102,3,http://www.nyc.gov/manhattancb2,6219-2018-RSWC,Unenclosed,152,10,20,Application Review Completed,04/10/2018,04/15/2020,,04/06/2018,Ready For Review,04/06/2018,Approved,,Proceed,04/10/2018,Review Period Expired,04/10/2018,Waived,04/10/2018,,,Review Period Expired,04/10/2018,Waived,04/10/2018,Issued,04/10/2018
,Inactive,76 AINSLIE OPCO LLC,,76,AINSLIE ST,BROOKLYN,NY,11211,Unenclosed,,9,18,,40.71256007953489,-73.95189889784109,301,34,http://www.nyc.gov/brooklyncb1,1095-2020-ASWC,Unenclosed,,9,18,Pending Review,02/11/2020,,,02/05/2020,Ready For Review,02/06/2020,Review Completed,02/11/2020,Pending Review,02/11/2020,Pending Review,02/11/2020,Pending Review,,SWC Public Hearing,04/01/2020,Pending Review,,Pending Review,,Pending Review,
1418705-DCA,Inactive,207 WEST RESTAURANT CORP.,YUMMY THAI,4959,BROADWAY,NEW YORK,NY,10034,Unenclosed,200,7,12,41503575,40.8681798849307,-73.92043930566503,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,3218-2020-RSWC,Unenclosed,200,7,12,Pending Review,02/13/2020,03/13/2020,03/13/2020,02/13/2020,Ready For Review,02/13/2020,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1171759-DCA,Active,K.K. & D. OF 79TH ST. REST. CORP.,NECTAR CAFE,1022,MADISON AVE,NEW YORK,NY,10075,Small Unenclosed,163,3,12,40369759,40.776181802356625,-73.9623958303012,108,4,http://www.cb8m.com/,12500-2018-RSWC,Small Unenclosed,163,3,12,Application Review Completed,05/17/2019,09/15/2020,,09/07/2018,Ready For Review,09/07/2018,Approved,09/07/2018,,,Review Period Expired,11/01/2018,Waived,11/01/2018,,,Review Period Expired,11/22/2018,Approved,05/17/2019,Issued,05/17/2019
1473879-DCA,Inactive,"DOUBLE DIP, LLC",,611,HUDSON ST,NEW YORK,NY,10014,Enclosed,333,11,26,50002549,40.737681767250535,-74.00578080354651,102,3,http://www.nyc.gov/manhattancb2,20896-2019-RSWC,Enclosed,333,11,26,Pending Review,05/29/2020,06/30/2020,06/30/2020,05/28/2019,Ready For Review,05/28/2019,Issued Temp Op Letter,05/31/2019,Proceed,02/04/2020,Review Period Expired,03/05/2020,Waived,03/05/2020,,,Review Period Expired,03/26/2020,Pending Review,,Pending Review,
1454223-DCA,Inactive,"G.V.S. BAKERY, INC.",MARTHA'S BAKERY,3621,DITMARS BLVD,ASTORIA,NY,11105,Enclosed,285,12,23,41315709,40.774111614984726,-73.90768037675336,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,19321-2019-RSWC,Enclosed,285,12,23,Pending Review,01/06/2020,04/01/2020,04/01/2020,05/08/2019,Ready For Review,05/08/2019,Issued Temp Op Letter,05/09/2019,Proceed,01/30/2020,Pending Review,05/09/2019,Pending Review,,SWC Public Hearing,03/18/2020,Pending Review,,Pending Review,,Pending Review,
2056578-DCA,Inactive,SUSHI GAMA CORP,,1403,2ND AVE,NEW YORK,NY,10021,Unenclosed,188,9,18,50060008,40.769697181589855,-73.9579192005276,108,4,http://www.cb8m.com/,729-2020-RSWC,Unenclosed,188,9,18,Pending Review,02/24/2020,03/16/2020,03/16/2020,01/14/2020,Ready For Review,01/14/2020,Issued Temp Op Letter,01/15/2020,Pending Review,01/15/2020,Review Period Expired,03/26/2020,Waived,03/26/2020,,,Review Period Expired,04/16/2020,Pending Review,,Pending Review,
2007742-DCA,Inactive,NITEHAWK BROOKLYN LLC,NITEHAWK CINEMA/ LO-RES,136,METROPOLITAN AVE,BROOKLYN,NY,11249,Unenclosed,266,14,28,41591414,40.715984000249605,-73.96251997637962,301,34,http://www.nyc.gov/brooklyncb1,35740-2019-RSWC,Unenclosed,266,14,28,Pending Review,03/10/2020,04/10/2020,04/10/2020,12/18/2019,Ready For Review,12/18/2019,Issued Temp Op Letter,,Pending Review,12/18/2019,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2050841-DCA,Active,"34-02 Broadway Tavern, Inc.",The Trestle,3402,BROADWAY,ASTORIA,NY,11106,Unenclosed,435,14,28,,40.760613216011066,-73.92294660944891,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,16602-2019-RSWC,Unenclosed,435,14,28,Application Review Completed,09/11/2019,04/15/2021,,04/03/2019,Ready For Review,04/03/2019,Approved,04/04/2019,,,Recommend Approval,04/24/2019,Waived,04/24/2019,,,Review Period Expired,05/15/2019,Approved,09/11/2019,Issued,09/11/2019
0920983-DCA,Active,"RESTAURANT VENTURES OF NY, INC.",SAVORE RISTORANTE,200,SPRING ST,NEW YORK,NY,10012,Unenclosed,293,10,20,40401025,40.724932476143344,-74.00338411758614,102,3,http://www.nyc.gov/manhattancb2,12759-2018-RSWC,Unenclosed,293,10,20,Application Review Completed,05/02/2019,09/15/2020,,09/12/2018,Ready For Review,09/20/2018,Approved,09/20/2018,,,Recommend Approval,11/01/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,05/02/2019,Issued,05/02/2019
1010686-DCA,Active,"LA RIPAILLE, CORP.",LA RIPAILLE RESTAURANT,605,HUDSON ST,NEW YORK,NY,10014,Unenclosed,129,4,11,40372262,40.73727004943762,-74.0058781964974,102,3,http://www.nyc.gov/manhattancb2,11717-2018-RSWC,Unenclosed,129,4,11,Application Review Completed,02/04/2019,09/15/2020,,08/24/2018,Ready For Review,08/24/2018,Approved,08/24/2018,,,Recommend Approval,10/10/2018,Waived,10/10/2018,,,Review Period Expired,10/31/2018,Approved,02/04/2019,Issued,02/04/2019
