fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology
FPEFX,First Trust Preferred Securities and Income Fund Class F,Preferred Stock,First Trust,243100000,6.32,5.48,4,3/1/2011,Value,Small,USD,1.3,1.22,0.27,0.24,42.26,0,22.76,34.46,49.24,0.78,3.8,7.23,343.79,0,0,0,100,0,0,0,0,0,0,0
FPEIX,First Trust Preferred Securities and Income Fund Class I,Preferred Stock,First Trust,243100000,6.34,5.65,4,1/10/2011,Value,Small,USD,1.02,1.22,0.27,0.24,42.26,0,22.76,34.46,49.24,0.78,3.8,7.23,343.79,0,0,0,100,0,0,0,0,0,0,0
FPELX,Franklin Pelagos Commodities Strategy Fund Class R6,Commodities Broad Basket,Franklin Templeton Investments,166990000,6.23,7.57,3,1/9/2014,,,USD,0.58,1.28,1.5,0,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPERX,First Trust Preferred Securities and Income Fund Class R3,Preferred Stock,First Trust,243100000,6.21,5.2,3,3/1/2011,Value,Small,USD,1.65,1.22,0.27,0.24,42.26,0,22.76,34.46,49.24,0.78,3.8,7.23,343.79,0,0,0,100,0,0,0,0,0,0,0
FPFZX,Franklin Pennsylvania Tax-Free Income Fund Advisor Class,Muni Pennsylvania,Franklin Templeton Investments,1100000000,2.18,3.7,3,7/14/2009,Value,Medium,USD,0.56,0.95,1.1,0,98.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPGIX,Federated Prudent DollarBear Instl,Multicurrency,Federated,49670000,9.38,0,1,12/7/2008,Value,Small,USD,1.05,1.29,,,,,,,,,,,,,,,,,,,,,,
FPGLX,Fidelity Advisor Freedom 2025 Fund Class Z6,Target-Date 2025,Fidelity Investments,2900000000,9.09,2.07,4,6/5/2017,Blend,Large,USD,0.45,0.45,10.17,56.83,32.43,0.03,0.44,0.08,15.18,1.99,1.49,7.67,"38,591.59",4.39,10.52,22,2.66,6.65,11.88,1.97,2.99,6.64,10.26,20.03
FPHAX,Fidelity Select Pharmaceuticals Portfolio,Health,Fidelity Investments,757210000,11.01,1.29,3,6/17/2001,Blend,Large,USD,0.8,1.26,0.16,99.84,0,0,0,0,15.48,3.34,4.12,14.33,"62,129.27",0,0,0,0,0,100,0,0,0,0,0
FPIFX,Fidelity Freedom Index 2020 Fund Investor Class,Target-Date 2020,Fidelity Investments,4500000000,8.03,2.01,4,10/1/2009,Blend,Large,USD,0.14,0.46,5.66,52.16,42.11,0.01,0,0.05,15.47,2.13,1.52,7.52,"49,902.53",4.33,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.72,10.97,19.03
FPIOX,Strategic Advisers Income Opportunities Fund,High Yield Bond,Fidelity Investments,2530000000,7.61,4.98,4,9/26/2007,Growth,Large,USD,0.76,1.02,5.14,4.73,88.44,0.33,0.52,0.76,13.74,2.23,1.36,5.99,"23,032.47",5.15,21.61,8.37,1.26,2.19,7.9,7.26,6.17,6.45,13.69,19.95
FPIVX,FPA International Value Fund,Foreign Small/Mid Blend,FPA,236240000,8.49,0.95,3,11/30/2011,Growth,Medium,USD,1.29,1.31,22.14,72.96,0,4.9,0,0,16.14,2.19,1.02,10.22,"7,620.34",10.35,19.45,4.11,0,15.56,9.6,0,0,0,26,14.93
FPJAX,Fidelity Advisor Japan Fund Class A,Japan Stock,Fidelity Investments,652090000,9.39,0,3,12/13/2010,Growth,Large,USD,1.33,1.27,0.62,99.38,0,0,0,0,14.1,1.52,1.05,6.82,"11,696.44",10.15,12.62,11.84,0.86,9.98,6.38,0,8.15,0,17.12,22.9
FPMBX,Nuveen Pennsylvania Municipal Bond Fund Class C2,Muni Pennsylvania,Nuveen,381470000,3.27,2.52,3,2/1/1994,Growth,Medium,USD,1.36,0.95,0.65,0,99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPNIX,FPA New Income Fund,Short-Term Bond,FPA,6570000000,1.15,3.82,3,7/10/1984,Value,Small,USD,0.5,0.75,6.38,0.01,93.61,0,0,0,0,0,0.1,0,74.72,0,0,0,0,0,0,0,0,100,0,0
FPNSX,Fidelity U.S. Sustainability IndexPrem,Large Blend,Fidelity Investments,,,,0,5/8/2017,Blend,Large,USD,0.14,0.94,0.77,99.19,0.04,0,0,0,18.09,3.68,2.65,13.64,"73,623.46",2.7,12.91,16.16,1.81,6.95,14.18,2.74,2.79,5.56,9.63,24.58
FPNTX,Nuveen Pennsylvania Municipal Bond Fund Class A,Muni Pennsylvania,Nuveen,381470000,3.4,3.09,4,10/28/1986,Growth,Medium,USD,0.81,0.95,0.65,0,99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOEX,Franklin Payout 2019 Fund Class R6,Intermediate-Term Bond,Franklin Templeton Investments,4050000,0.81,1.9,2,5/31/2015,,,USD,0.3,0.76,9.23,0,90.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOFX,Franklin Payout 2019 Fund Advisor Class,Intermediate-Term Bond,Franklin Templeton Investments,4050000,0.81,1.89,2,5/31/2015,,,USD,0.45,0.76,9.23,0,90.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOGX,Franklin Payout 2020 Fund Class R6,Intermediate-Term Bond,Franklin Templeton Investments,4050000,1.32,2.07,2,5/31/2015,,,USD,0.3,0.76,6.54,0,93.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOHX,Franklin Payout 2020 Fund Advisor Class,Intermediate-Term Bond,Franklin Templeton Investments,4050000,1.32,2.05,2,5/31/2015,,,USD,0.45,0.76,6.54,0,93.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOJX,Franklin Payout 2021 Fund Advisor Class,Intermediate-Term Bond,Franklin Templeton Investments,4070000,1.83,2.26,2,5/31/2015,,,USD,0.45,0.76,7.34,0,92.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOMX,Franklin Payout 2021 Fund Class R6,Intermediate-Term Bond,Franklin Templeton Investments,4070000,1.83,2.27,2,5/31/2015,,,USD,0.3,0.76,7.34,0,92.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPONX,Franklin Payout 2022 Fund Class R6,Intermediate-Term Bond,Franklin Templeton Investments,3540000,2.74,2.32,0,1/22/2018,,,USD,0.29,0.76,1.9,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPOQX,Franklin Payout 2022 Fund Advisor Class,Intermediate-Term Bond,Franklin Templeton Investments,3540000,2.74,2.3,0,1/22/2018,,,USD,0.44,0.76,1.9,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPPAX,MFS Prudent Investor Fund Class A,World Allocation,MFS,15710000,7.23,1.22,0,1/17/2018,Growth,Large,USD,1.24,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPDX,MFS Prudent Investor Fund Class B,World Allocation,MFS,15710000,7.13,0.5,0,1/17/2018,Growth,Large,USD,1.99,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPEX,MFS Prudent Investor Fund Class C,World Allocation,MFS,15710000,7.05,0.85,0,1/17/2018,Growth,Large,USD,1.99,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPFX,FPA U.S. Value Fund,Large Blend,FPA,67920000,15.27,0.15,1,4/1/1984,Growth,Large,USD,1.13,0.94,4.5,90.89,0,4.62,0,0,17.62,3.26,2.47,11.95,"172,744.52",0,17.88,22.75,0,0,7.92,0,1.72,0,17.5,32.23
FPPJX,MFS Prudent Investor Fund Class I,World Allocation,MFS,15710000,7.33,1.39,0,1/17/2018,Growth,Large,USD,0.99,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPQX,MFS Prudent Investor Fund Class R3,World Allocation,MFS,15710000,7.33,1.16,0,1/17/2018,Growth,Large,USD,1.24,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPRX,MFS Prudent Investor Fund Class R1,World Allocation,MFS,15710000,7.13,0.48,0,1/17/2018,Growth,Large,USD,1.99,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPSX,MFS Prudent Investor Fund Class R2,World Allocation,MFS,15710000,7.23,0.93,0,1/17/2018,Growth,Large,USD,1.49,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPTX,FPA Capital Fund,Mid-Cap Value,FPA,275350000,15.89,0.77,1,7/10/1984,Value,Medium,USD,0.83,1.09,17.23,69.25,12.46,1.06,0,0,13.58,1.43,0.86,5.48,"3,796.33",0,14.12,12.92,0,0,0,0,5.63,25.45,17.1,24.78
FPPUX,MFS Prudent Investor Fund Class R4,World Allocation,MFS,15710000,7.33,1.39,0,1/17/2018,Growth,Large,USD,0.99,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPPVX,MFS Prudent Investor Fund Class R6,World Allocation,MFS,15710000,7.33,1.4,0,1/17/2018,Growth,Large,USD,0.95,1.01,19.46,51.17,29.37,0,0,0,20.9,2.59,2.15,14.2,"37,121.73",0,2.94,2.34,15.8,23.73,0,0,3.63,0,6.27,45.29
FPRAX,FPA Paramount Fund,World Large Stock,FPA,160380000,10.78,0.54,3,7/2/1978,Growth,Large,USD,1.29,1.11,0.88,97.16,0,1.96,0,0,17.21,2.82,1.46,10.19,"22,211.30",6.64,16.77,5.01,0,18.32,9.06,0,0,0.01,23.57,20.62
FPSVX,Frontier Phocas Small Cap Value Fund Institutional Class,Small Blend,Frontier Funds,27350000,13.94,0.49,2,9/28/2006,Blend,Small,USD,0.95,1.15,3.77,96.23,0,0,0,0,12.88,1.42,1.02,6.58,"2,161.55",7.05,10.92,27.31,11.47,1.27,5.64,5.85,0,5.6,14.43,10.45
FPTKX,Fidelity Freedom 2015 Fund Class K6,Target-Date 2015,Fidelity Investments,8920000000,7.12,2.12,4,6/6/2017,Blend,Large,USD,0.42,0.43,14.61,42.62,42.22,0.03,0.41,0.08,14.3,1.82,1.3,7,"34,040.26",4.21,12.43,21.4,2.43,6.51,12.42,2.11,2.42,6.86,10.15,19.05
FPUKX,Fidelity Puritan Fund Class K,Allocation - 50% to 70% Equity,Fidelity Investments,27090000000,9.65,1.57,5,5/8/2008,Growth,Large,USD,0.45,0.82,2.21,63.64,32.84,0,1.22,0.08,19.78,3.38,2.31,10.39,"83,786.18",3.24,10.92,14.07,1.07,5.2,20.31,2.07,3.54,3.57,10.75,25.25
FPURX,Fidelity Puritan Fund,Allocation - 50% to 70% Equity,Fidelity Investments,27090000000,9.59,1.49,5,4/15/1947,Growth,Large,USD,0.54,0.82,2.72,62.91,34.26,0.01,0.08,0.01,19.14,3.42,2.12,10.81,"84,573.01",3.57,11.79,13.76,1.26,5.99,21.73,2.18,3.69,2.91,9.68,23.44
FPVSX,Frontier Phocas Small Cap Value Fund Service Class,Small Blend,Frontier Funds,27350000,13.9,0.5,2,7/14/2016,Blend,Small,USD,1.1,1.15,3.77,96.23,0,0,0,0,12.88,1.42,1.02,6.58,"2,161.55",7.05,10.92,27.31,11.47,1.27,5.64,5.85,0,5.6,14.43,10.45
FPXTX,Fidelity Pennsylvania Municipal Income Fund,Muni Pennsylvania,Fidelity Investments,473170000,2.98,2.84,3,8/5/1986,Blend,Medium,USD,0.48,0.95,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQIFX,Fidelity Freedom Index 2025 Fund Investor Class,Target-Date 2025,Fidelity Investments,4750000000,8.81,1.96,4,10/1/2009,Blend,Large,USD,0.14,0.45,3.74,58.59,37.61,0.02,0,0.05,15.47,2.13,1.52,7.52,"49,902.61",4.33,11.75,17.64,3.68,7.68,12.49,3.21,3.5,5.72,10.97,19.03
FQLSX,Fidelity Flex Freedom 2055 Fund,Target-Date 2055,Fidelity Investments,112690,11.69,2.07,0,6/7/2017,Blend,Large,USD,0,0.45,7.01,85,7.13,0.04,0.75,0.07,14.51,1.86,1.31,7.12,"35,141.94",3.96,12.45,21,2.36,6.52,12.92,2.1,2.51,6.81,10.18,19.18
FQUAX,AMG FQ Long-Short Equity Fund Class N,Long-Short Equity,AMG Funds,81800000,3.04,0.07,2,2/28/2006,Blend,Medium,USD,2.87,2.17,0,99.95,0.05,0,0,0,13.95,2.19,1.21,6.16,"12,401.77",4.55,11.42,19.02,10.54,6.91,11.04,3.29,1.42,3.76,13.55,14.5
FRAAX,Franklin Growth Opportunities Fund Advisor Class,Large Growth,Franklin Templeton Investments,3870000000,19.01,0,3,6/22/1999,Growth,Large,USD,0.74,1.06,1.64,98.01,0,0.35,0,0,29.62,5.94,4.11,18.68,"60,663.82",1.24,10.93,17.29,2.23,3.73,14.13,0,4.66,0.87,9.74,35.17
FRACX,Touchstone Flexible Income Fund Class C,Multisector Bond,Touchstone,695110000,4.29,2.81,3,10/28/2001,Value,Medium,USD,1.81,1.03,8.17,4.78,70.26,0.23,14.99,1.49,9.07,1.48,0.8,9.39,"12,338.58",0.07,0.11,34.97,0.03,0.04,0.05,0.16,0,64.52,0.05,0.01
FRALX,Franklin Alabama Tax Free Income Fund Class A1,Muni Single State Long,Franklin Templeton Investments,237230000,2.43,3.03,3,8/31/1987,Blend,Large,USD,0.74,0.94,1.32,0,98.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAMX,Fidelity Advisor Managed Retirement Income Fund Class A,Target-Date Retirement,Fidelity Investments,5980000,4.29,1.79,3,8/29/2007,Blend,Large,USD,0.72,0.47,18.96,16.5,64.07,0.04,0.21,0.2,14.12,1.76,1.31,6.94,"32,172.49",4.92,12.14,22.51,2.69,6.47,11.01,1.97,2.15,6.77,10.34,19.03
FRAPX,Fidelity Advisor Simplicity RMD 2005 Fund Class I,Target-Date 2000-2010,Fidelity Investments,17710000,4.53,2.11,4,8/29/2007,Blend,Large,USD,0.48,0.47,22.77,18.18,58.67,0.03,0.22,0.09,14.07,1.75,1.3,6.9,"32,026.57",4.83,12.25,22.36,2.64,6.47,11.18,2.01,2.17,6.81,10.25,19.03
FRASX,Fidelity Advisor Managed Retirement 2015 Fund Class I,Target-Date 2015,Fidelity Investments,4020000,6.24,1.81,4,8/29/2007,Blend,Large,USD,0.57,0.43,14.66,33.77,50.99,0.04,0.34,0.17,14.3,1.81,1.3,7.01,"33,694.50",4.35,12.35,21.62,2.48,6.5,12.14,2.07,2.37,6.83,10.19,19.1
FRBAX,John Hancock Regional Bank Fund Class A,Financial,John Hancock,2010000000,8.75,1.22,3,1/2/1992,Value,Medium,USD,1.21,1.44,1.07,98.82,0,0,0.11,0,11.54,1.29,3.61,6.65,"6,062.83",0,0,100,0,0,0,0,0,0,0,0
FRBCX,John Hancock Regional Bank Fund Class C,Financial,John Hancock,2010000000,8.48,0.46,3,2/28/1999,Value,Medium,USD,1.91,1.44,1.07,98.82,0,0,0.11,0,11.54,1.29,3.61,6.65,"6,062.83",0,0,100,0,0,0,0,0,0,0,0
FRBFX,John Hancock Regional Bank Fund Class B,Financial,John Hancock,2010000000,8.55,0.46,3,10/3/1985,Value,Medium,USD,1.91,1.44,1.07,98.82,0,0,0.11,0,11.54,1.29,3.61,6.65,"6,062.83",0,0,100,0,0,0,0,0,0,0,0
FRBRX,Franklin Biotechnology Discovery Fund Class R6,Health,Franklin Templeton Investments,1200000000,19.49,0,1,4/30/2013,Growth,Medium,USD,0.64,1.26,2.43,97.32,0.09,0.17,0,0,17.13,4.31,5.76,14.89,"7,193.13",0,0,0,0,0,99.92,0,0,0.08,0,0
FRBSX,Franklin Mutual U.S. Value Fund Class A,Mid-Cap Value,Franklin Templeton Investments,866230000,11.35,1.24,2,4/1/1990,Value,Large,USD,0.91,1.09,14.52,83.62,1.03,0,0.83,0,11.26,1.22,0.87,2.96,"20,809.36",5.09,16.78,29.27,2.94,5.59,5.08,0,0,15.27,12.55,7.42
FRCCX,First Investors Covered Call Strategy Fund Class A,Options-based,First Investors,317160000,10.69,1.12,0,3/31/2016,Value,Large,USD,1.3,1.44,3.52,96.48,0,0,0,0,10.92,2.33,1.71,11.15,"105,745.84",5.25,10.07,20.33,0,4.49,14.48,1.28,1.92,8,10.96,23.22
FRCDX,First Investors Covered Call Strategy Fund Class Advisor,Options-based,First Investors,317160000,10.63,1.44,0,3/31/2016,Value,Large,USD,1.03,1.44,3.52,96.48,0,0,0,0,10.92,2.33,1.71,11.15,"105,745.84",5.25,10.07,20.33,0,4.49,14.48,1.28,1.92,8,10.96,23.22
FRCEX,First Investors Covered Call Strategy Fund Class Institutional,Options-based,First Investors,317160000,10.81,1.6,0,3/31/2016,Value,Large,USD,0.89,1.44,3.52,96.48,0,0,0,0,10.92,2.33,1.71,11.15,"105,745.84",5.25,10.07,20.33,0,4.49,14.48,1.28,1.92,8,10.96,23.22
FRCMX,Fidelity Advisor Managed Retirement Income Fund Class C,Target-Date Retirement,Fidelity Investments,5980000,4.09,1.06,3,8/29/2007,Blend,Large,USD,1.47,0.47,18.96,16.5,64.07,0.04,0.21,0.2,14.12,1.76,1.31,6.94,"32,172.49",4.92,12.14,22.51,2.69,6.47,11.01,1.97,2.15,6.77,10.34,19.03
FRCOX,Franklin Colorado Tax Free Income Fund Class A1,Muni Single State Long,Franklin Templeton Investments,676470000,2.43,3.27,4,8/31/1987,Value,Medium,USD,0.67,0.94,0.97,0,99.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCSX,Franklin Small Cap Value Fund Class R6,Small Value,Franklin Templeton Investments,2400000000,11.09,1.22,4,4/30/2013,Value,Small,USD,0.62,1.21,5.77,93.6,0.63,0,0,0,15.1,1.51,1.22,9.73,"2,222.69",16.41,7.4,23.95,8.36,6.12,1.29,4.83,0,2.93,18.74,9.96
FRCTX,Franklin California Tax Free Income Fund Class C,Muni California Long,Franklin Templeton Investments,15210000000,3.13,2.96,3,4/27/1995,Blend,Medium,USD,1.14,0.86,0.9,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRCZX,Franklin California Intermediate-Term Tax-Free Income Fund Advisor Class,Muni California Intermediate,Franklin Templeton Investments,1590000000,2.08,2.79,4,10/30/2008,Value,Medium,USD,0.49,0.75,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRDAX,Franklin Rising Dividends Fund Advisor Class,Large Blend,Franklin Templeton Investments,19820000000,15.08,1.33,3,10/2/2005,Growth,Large,USD,0.63,0.94,0.99,99.01,0,0,0,0,20.01,3.89,2.03,4.91,"62,745.95",12.06,7.99,3.43,0,10.29,19.14,0,0,6.29,24.41,16.4
FRDPX,Franklin Rising Dividends Fund Class A,Large Blend,Franklin Templeton Investments,19820000000,14.99,1.09,3,1/13/1987,Growth,Large,USD,0.88,0.94,0.99,99.01,0,0,0,0,20.01,3.89,2.03,4.91,"62,745.95",12.06,7.99,3.43,0,10.29,19.14,0,0,6.29,24.41,16.4
FRDRX,Franklin Rising Dividends Fund Class R,Large Blend,Franklin Templeton Investments,19820000000,14.92,0.85,3,1/1/2002,Growth,Large,USD,1.13,0.94,0.99,99.01,0,0,0,0,20.01,3.89,2.03,4.91,"62,745.95",12.06,7.99,3.43,0,10.29,19.14,0,0,6.29,24.41,16.4
FRDTX,Franklin Rising Dividends Fund Class C,Large Blend,Franklin Templeton Investments,19820000000,14.79,0.39,3,4/30/1995,Growth,Large,USD,1.63,0.94,0.99,99.01,0,0,0,0,20.01,3.89,2.03,4.91,"62,745.95",12.06,7.99,3.43,0,10.29,19.14,0,0,6.29,24.41,16.4
FREAX,Nuveen Real Estate Securities Fund Class A,Real Estate,Nuveen,3440000000,16.5,2.1,3,9/28/1995,Blend,Medium,USD,1.29,1.22,2.71,97.29,0,0,0,0,42.31,2.36,6.12,8.37,"13,645.96",0,0,0,99.61,0,0,0,0.15,0,0.24,0
FREEX,Franklin Real Estate Securities Fund Class A,Real Estate,Franklin Templeton Investments,459800000,16.4,1.65,2,1/2/1994,Blend,Medium,USD,1.05,1.22,0.99,99.01,0,0,0,0,43.59,2.57,7.42,16.38,"14,730.39",0,1.12,0,97.65,0,0,0,1.23,0,0,0
FREFX,Fidelity Series Real Estate Equity F,Real Estate,Fidelity Investments,1230000000,3.01,1.75,3,10/19/2011,Blend,Medium,USD,0,1.22,2.93,97.07,0,0,0,0,39.79,2.61,6.61,15.88,"11,166.73",0,1.52,0,98.2,0,0,0,0.28,0,0,0
FREGX,Nuveen Real Estate Securities Fund Class R6,Real Estate,Nuveen,3440000000,16.57,2.33,4,4/29/2013,Blend,Medium,USD,0.87,1.22,2.71,97.29,0,0,0,0,42.31,2.36,6.12,8.37,"13,645.96",0,0,0,99.61,0,0,0,0.15,0,0.24,0
FREIX,Franklin Equity Income Fund Class R,Large Value,Franklin Templeton Investments,2300000000,10.44,2.07,3,7/31/2002,Value,Large,USD,1.09,1,1.65,88.94,3.39,0,6.03,0,15.66,2.4,2.13,8.83,"123,780.59",2.98,4.12,19.03,2.87,11.22,14.97,6.31,5.55,10.52,11.43,11.01
FRELX,Franklin LifeSmart 2025 Retirement Target Fund Class R,Target-Date 2025,Franklin Templeton Investments,126590000,8.48,2.31,2,7/31/2006,Blend,Large,USD,1.14,0.45,8.53,55.26,35.55,0.58,0,0.04,15.76,2.17,1.59,7.61,"38,612.20",5.79,10.47,15.36,2.11,8.06,12.22,5.58,3.52,4.63,14.81,17.46
FRERX,Franklin Total Return Fund Class R6,Intermediate-Term Bond,Franklin Templeton Investments,4290000000,4.41,3.08,3,4/30/2013,Value,Small,USD,0.52,0.76,5.97,0.06,89.82,2.54,0.06,0.17,7.05,0.29,0.67,0.58,0,0,0,0,0,0,0,0,0,0,0,0
FRESX,Fidelity Real Estate Investment Portfolio,Real Estate,Fidelity Investments,4130000000,15.67,2.11,4,11/16/1986,Blend,Medium,USD,0.76,1.22,1.75,98.25,0,0,0,0,45.19,2.4,7.04,12.84,"15,770.19",0,0,0,100,0,0,0,0,0,0,0
FRETX,Franklin Equity Income Fund Class C,Large Value,Franklin Templeton Investments,2300000000,10.29,1.53,3,10/1/1995,Value,Large,USD,1.59,1,1.65,88.94,3.39,0,6.03,0,15.66,2.4,2.13,8.83,"123,780.59",2.98,4.12,19.03,2.87,11.22,14.97,6.31,5.55,10.52,11.43,11.01
FRFAX,PGIM Floating Rate Income Fund- Class A,Bank Loan,PGIM Funds (Prudential),962030000,3.91,4.95,4,3/29/2011,,,USD,0.95,1.06,0,0.11,98.72,1.03,0,0,0,0,0,0,"1,863.01",0,0,0,0,0,0,0,0,0,100,0
FRFCX,PGIM Floating Rate Income Fund- Class C,Bank Loan,PGIM Funds (Prudential),962030000,3.72,4.19,2,3/29/2011,,,USD,1.7,1.06,0,0.11,98.72,1.03,0,0,0,0,0,0,"1,863.01",0,0,0,0,0,0,0,0,0,100,0
FRFDX,First Investors Floating Rate Fund Class A,Bank Loan,First Investors,255330000,3.26,3.78,2,10/17/2013,Value,Small,USD,1.1,1.06,5.28,0,94.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFEX,First Investors Floating Rate Fund Advisor Class,Bank Loan,First Investors,255330000,3.43,3.98,2,10/17/2013,Value,Small,USD,0.9,1.06,5.28,0,94.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFIX,Franklin Florida Tax Free Income Fund Class C,Muni Single State Long,Franklin Templeton Investments,561420000,1.98,3.02,2,4/30/1995,Value,Medium,USD,1.22,0.94,1.04,0,98.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFLX,Franklin Florida Tax Free Income Fund Class A1,Muni Single State Long,Franklin Templeton Investments,561420000,2.17,3.64,3,8/31/1987,Value,Medium,USD,0.67,0.94,1.04,0,98.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFNX,First Investors Floating Rate Fund Institutional Class,Bank Loan,First Investors,255330000,3.36,4.18,3,10/17/2013,Value,Small,USD,0.75,1.06,5.28,0,94.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFQX,Franklin Florida Tax Free Income Fund Class R6,Muni Single State Long,Franklin Templeton Investments,561420000,2.2,3.75,3,7/31/2017,Value,Medium,USD,0.55,0.94,1.04,0,98.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFTX,Franklin Federal Tax Free Income Fund Class C,Muni National Long,Franklin Templeton Investments,10600000000,2.49,3.11,2,4/27/1995,Blend,Medium,USD,1.17,0.85,1.07,0,98.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRFZX,PGIM Floating Rate Income Fund- Class Z,Bank Loan,PGIM Funds (Prudential),962030000,4.08,5.19,5,3/29/2011,,,USD,0.7,1.06,0,0.11,98.72,1.03,0,0,0,0,0,0,"1,863.01",0,0,0,0,0,0,0,0,0,100,0
FRGEX,Fidelity Series Stk Selec Lg Cp Val F,Large Value,Fidelity Investments,9530000000,5.54,1.43,3,12/5/2012,Value,Large,USD,0,1,5.09,94.91,0,0,0,0,17.46,1.97,1.85,9.31,"57,881.24",2.35,5.11,26.14,4.33,9.92,12.75,6.27,4.87,11.35,7.41,9.49
FRGOX,Franklin Gold and Precious Metals Fund Class C,Equity Precious Metals,Franklin Templeton Investments,806750000,9.42,0,2,4/30/1995,Blend,Small,USD,1.73,1.39,0.59,99.05,0.09,0,0,0.28,18.66,1.06,1.86,2.47,"1,847.28",100,0,0,0,0,0,0,0,0,0,0
FRGSX,Franklin Growth Series Class C,Large Growth,Franklin Templeton Investments,15620000000,15,0,3,4/30/1995,Growth,Large,USD,1.59,1.06,1.26,98.74,0,0,0,0,19.52,4.73,3.18,15.08,"70,524.47",4.86,8.03,8.42,0.58,3.46,21.02,1.09,1.98,1,24.12,25.43
FRHIX,Franklin High Yield Tax Free Income Fund Class A1,High Yield Muni,Franklin Templeton Investments,6240000000,3.06,4.39,2,3/17/1986,Blend,Medium,USD,0.65,0.93,0.96,0,99.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRIAX,Franklin Income Fund Advisor Class,Allocation - 30% to 50% Equity,Franklin Templeton Investments,75050000000,10,5.33,4,12/30/1996,Value,Large,USD,0.47,0.79,4.35,33.67,50.37,1.7,8.75,1.16,13.39,1.87,1.18,6.49,"97,039.73",8.71,6.06,14.65,1.59,9.43,11.75,18.66,4.9,14.49,4.4,5.37
