mission,company,location,date,time,rocket,price,successful
Skylab 4,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/16/1973,14:01:00,Saturn IB,21540000,TRUE
"KH-9, SSF-B-24 & SSF-C-4",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",11/10/1973,20:09:00,Titan IIID,20330000,TRUE
Mariner 10,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/3/1973,5:45:00,Atlas-SLV3D Centaur-D1A,13770000,TRUE
Intelsat 4 F7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/23/1973,22:57:00,Atlas-SLV3D Centaur-D1A,22350000,TRUE
Jumpseat 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",8/21/1973,16:07:00,Titan-III(33)B Agena-D,14630000,TRUE
Skylab 3,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/28/1973,11:10:00,Saturn IB,15840000,TRUE
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",7/13/1973,20:24:00,Titan IIID,23050000,TRUE
DSP-4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/12/1973,7:14:00,Titan III(23)C,8750000,TRUE
Skylab 2,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/25/1973,13:00:00,Saturn IB,23000000,TRUE
Skylab 1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/14/1973,17:30:00,Saturn V,8190000,TRUE
Pioneer 11,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/6/1973,2:11:00,Atlas-SLV3D Centaur-D1A,24770000,TRUE
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",3/9/1973,21:00:00,Titan IIID,15290000,TRUE
AFP-720 (Rhyolite-2),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",3/6/1973,9:30:00,Atlas-SLV3A Agena-D,7370000,TRUE
AFP-827 (Canyon-5),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",12/20/1972,22:20:00,Atlas-SLV3A Agena-D,17720000,TRUE
Apollo 17,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/19/1972,19:24:00,Saturn V,9950000,TRUE
KH-9 & SSF-C-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/10/1972,18:03:00,Titan IIID,5040000,TRUE
P72-1,General Dynamics,"LC-576A1, Vandenberg AFB, California, USA",10/2/1972,20:10:00,Atlas-E/F Burner,12660000,TRUE
OAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/21/1972,10:28:00,Atlas-SLV3C Centaur-D,23620000,TRUE
KH-9 & SSF-B-23,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",7/7/1972,17:46:00,Titan IIID,5970000,TRUE
Intelsat 4 F5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",6/13/1972,21:53:00,Atlas-SLV3C Centaur-D,1510000,TRUE
Apollo 16,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/16/1972,17:54:00,Saturn V,20160000,TRUE
Pioneer 10,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/3/1972,1:49:00,Atlas-SLV3C Centaur-D,5160000,TRUE
DSP-3,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",3/1/1972,9:39:00,Titan III(23)C,2420000,TRUE
Jumpseat 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",2/16/1972,9:59:00,Titan-III(33)B Agena-D,7870000,FALSE
Intelsat 4 F4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1/23/1972,0:12:00,Atlas-SLV3C Centaur-D,15400000,TRUE
KH-9 & SSF-B-22,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1/20/1972,18:36:00,Titan IIID,11180000,TRUE
Intelsat 4 F3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",12/20/1971,1:10:00,Atlas-SLV3C Centaur-D,8210000,TRUE
AFP-827 (Canyon-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",12/4/1971,22:33:00,Atlas-SLV3A Agena-D,2530000,FALSE
DSCS-II 1&2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/3/1971,3:09:00,Titan III(23)C,23900000,TRUE
OV1-20 OV1-21,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",8/7/1971,0:11:00,Atlas-E/F OV1,14780000,TRUE
Apollo 15,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/26/1971,13:34:00,Saturn V,2470000,TRUE
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",6/15/1971,18:41:00,Titan IIID,1190000,TRUE
Mariner 9,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",5/30/1971,22:23:00,Atlas-SLV3C Centaur-D,2020000,TRUE
Mariner 8,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/9/1971,1:11:00,Atlas-SLV3C Centaur-D,14680000,FALSE
DSP-2,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",5/5/1971,7:43:00,Titan III(23)C,15470000,TRUE
Jumpseat 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",3/21/1971,3:45:00,Titan-III(33)B Agena-D,23330000,TRUE
Apollo 14,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/31/1971,21:03:00,Saturn V,1800000,TRUE
Intelsat 4 F2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/26/1971,0:36:00,Atlas-SLV3C Centaur-D,5110000,TRUE
OAO-B,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/30/1970,22:40:00,Atlas-SLV3C Centaur-D,22550000,FALSE
OPS-5960 (IMEWS-1/DSP-1),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/6/1970,10:35:00,Titan III(23)C,12720000,FALSE
AFP-827 (Canyon-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",9/1/1970,1:00:00,Atlas-SLV3A Agena-D,21840000,TRUE
AFP-720 (Rhyolite-1),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",6/19/1970,11:37:00,Atlas-SLV3A Agena-D,19070000,TRUE
Soyuz 9,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/1/1970,19:00:00,Soyuz,5120000,TRUE
Apollo 13,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/11/1970,19:13:00,Saturn V,15760000,TRUE
Vela 11 & 12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",4/8/1970,10:50:00,Titan IIIC,20310000,TRUE
Apollo 12,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/14/1969,16:22:00,Saturn V,1500000,TRUE
ATS-5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/12/1969,11:01:00,Atlas-SLV3C Centaur-D,20090000,TRUE
Apollo 11,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/16/1969,13:32:00,Saturn V,7690000,TRUE
"OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",5/23/1969,7:57:00,Titan IIIC,18540000,TRUE
Apollo 10,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/18/1969,16:49:00,Saturn V,22030000,TRUE
Canyon 2 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",4/13/1969,2:30:00,Atlas-SLV3A Agena-D,12670000,TRUE
Mariner 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/27/1969,22:22:00,Atlas-SLV3C Centaur-D,9110000,TRUE
OV1-17/OV1-18/OV1-19,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",3/18/1969,7:47:00,Atlas-E/F OV1,12660000,TRUE
Apollo 9,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/3/1969,16:00:00,Saturn V,1070000,TRUE
Mariner 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/25/1969,1:29:00,Atlas-SLV3C Centaur-D,23790000,TRUE
OPS-0757 (Tacsat),Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",2/9/1969,21:09:00,Titan IIIC,19290000,TRUE
Apollo 8,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/21/1968,12:51:00,Saturn V,20520000,TRUE
OAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/7/1968,8:40:00,Atlas-SLV3C Centaur-D,4440000,TRUE
Apollo 7,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",10/11/1968,15:02:00,Saturn IB,4160000,TRUE
"LES-6, OV2-5, OV5-2, OV5-4",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",9/26/1968,7:37:00,Titan IIIC,1450000,TRUE
STP P68-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",8/16/1968,20:57:00,Atlas-SLV3 Burner-2,13750000,FALSE
ATS-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",8/10/1968,22:33:00,Atlas-SLV3C Centaur-D,8410000,FALSE
Canyon 1 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",8/6/1968,11:08:00,Atlas-SLV3A Agena-D,15680000,TRUE
OV1-15/OV1-16,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",7/11/1968,19:30:00,Atlas-E/F OV1,5760000,TRUE
OPS 9341-9348,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",6/13/1968,14:03:00,Titan IIIC,2770000,TRUE
OV1-13/OV1-14,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",4/6/1968,9:59:00,Atlas-E/F OV1,15560000,TRUE
Apollo 6,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/4/1968,12:00:00,Saturn V,12320000,FALSE
OGO-5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",3/4/1968,13:06:00,Atlas-SLV3A Agena-D,4660000,TRUE
Apollo 5,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1/22/1968,22:48:00,Saturn IB,19230000,TRUE
Surveyor 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/7/1968,6:30:00,Atlas-SLV3C Centaur-D,23070000,TRUE
Apollo 4,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/9/1967,12:00:00,Saturn V,23080000,TRUE
Surveyor 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/7/1967,7:39:00,Atlas-SLV3C Centaur-D,4850000,TRUE
ATS-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",11/5/1967,23:37:00,Atlas-SLV3 Agena-D,2380000,TRUE
Surveyor 5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/8/1967,7:57:00,Atlas-SLV3C Centaur-D,8130000,TRUE
Lunar Orbiter 5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",8/1/1967,22:33:00,Atlas-SLV3 Agena-D,1040000,TRUE
OV1-11/OV1-12/OV1-86,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",7/27/1967,19:00:00,Atlas-D OV1,3580000,FALSE
Surveyor 4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",7/14/1967,11:53:00,Atlas-LV3C Centaur-D,18800000,TRUE
"OPS 9331-9334, LES-5 & DODGE",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",7/1/1967,13:15:00,Titan IIIC,21990000,TRUE
Mariner 5,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",6/14/1967,6:01:00,Atlas-SLV3 Agena-D,12650000,TRUE
KH-7 Gambit 4038,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",6/4/1967,18:07:00,Atlas-SLV3 Agena-D,18910000,TRUE
KH-7 Gambit 4037,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",5/22/1967,18:30:00,Atlas-SLV3 Agena-D,15580000,TRUE
Lunar Orbiter 4,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",5/4/1967,22:25:00,Atlas-SLV3 Agena-D,2690000,TRUE
"OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",4/28/1967,10:01:00,Titan IIIC,10740000,TRUE
Surveyor 3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/17/1967,7:05:00,Atlas-LV3C Centaur-D,8620000,TRUE
ATS-2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",4/6/1967,3:23:00,Atlas-SLV3 Agena-D,19020000,FALSE
Lunar Orbiter 3,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",2/5/1967,1:17:00,Atlas-SLV3 Agena-D,4840000,TRUE
KH-7 Gambit 4036,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",2/2/1967,20:00:00,Atlas-SLV3 Agena-D,7030000,TRUE
Apollo 1,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1/27/1967,23:31:00,Saturn IB,19510000,FALSE
OPS 9321-9328,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1/18/1967,14:19:00,Titan IIIC,1200000,TRUE
OV1-9/OV1-10,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",12/11/1966,21:10:00,Atlas-D OV1,8080000,TRUE
ATS-1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",12/7/1966,2:12:00,Atlas-SLV3 Agena-D,8940000,TRUE
KH-7 Gambit 4035,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",12/5/1966,21:09:00,Atlas-SLV3 Agena-D,7030000,TRUE
Gemini XII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",11/11/1966,20:46:00,Titan II GLV,7780000,TRUE
GATV 5001,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",11/11/1966,19:08:00,Atlas-SLV3 Agena-D,1120000,TRUE
Lunar Orbiter 2,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",11/6/1966,23:21:00,Atlas-SLV3 Agena-D,3040000,TRUE
"Gemini B, OV4-3, &  OV4-1R/T",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",11/3/1966,13:50:00,Titan IIIC,19470000,TRUE
KH-7 Gambit 4034,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",11/2/1966,20:23:00,Atlas-SLV3 Agena-D,12560000,TRUE
Surveyor SD-4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/26/1966,11:12:00,Atlas-LV3C Centaur-D,14900000,TRUE
KH-7 Gambit 4033,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",10/12/1966,19:15:00,Atlas-SLV3 Agena-D,20270000,TRUE
Midas 12,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",10/5/1966,22:00:00,Atlas-SLV3 Agena-D,4100000,TRUE
Surveyor 2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/20/1966,12:32:00,Atlas-LV3C Centaur-D,2050000,TRUE
KH-7 Gambit 4032,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",9/16/1966,17:59:00,Atlas-SLV3 Agena-D,11720000,TRUE
Gemini XI,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",9/12/1966,14:42:00,Titan II GLV,15400000,TRUE
GATV 5006,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",9/12/1966,13:05:00,Atlas-SLV3 Agena-D,9850000,TRUE
"IDCSP-1 8-14, GGTS-2",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",8/26/1966,13:59:00,Titan IIIC,14910000,FALSE
AS-202,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",8/25/1966,17:15:00,Saturn IB,11340000,TRUE
Midas 11,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",8/19/1966,19:30:00,Atlas-SLV3 Agena-D,22550000,TRUE
KH-7 Gambit 4031,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",8/16/1966,18:30:00,Atlas-SLV3 Agena-D,21520000,TRUE
Lunar Orbiter 1,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",8/10/1966,19:26:00,Atlas-SLV3 Agena-D,3790000,TRUE
Gemini X,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",7/18/1966,22:20:00,Titan II GLV,10030000,TRUE
GATV 5005,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",7/18/1966,20:39:00,Atlas-SLV3 Agena-D,8160000,TRUE
OV1-7/OV1-8,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",7/14/1966,2:10:00,Atlas-D OV1,4480000,FALSE
KH-7 Gambit 4030,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",7/12/1966,17:57:00,Atlas-SLV3 Agena-D,24460000,TRUE
AS-203,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",7/5/1966,14:53:00,Saturn IB,6530000,TRUE
OPS 9311-9317 & GGTS-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",6/16/1966,14:00:00,Titan IIIC,23410000,TRUE
Midas 10,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",6/9/1966,20:15:00,Atlas-SLV3 Agena-D,18640000,FALSE
OGO-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",6/7/1966,2:48:00,Atlas-SLV3 Agena-B,9590000,TRUE
KH-7 Gambit 4029,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",6/3/1966,19:25:00,Atlas-SLV3 Agena-D,16400000,TRUE
Gemini IX-A,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",6/3/1966,13:39:00,Titan II GLV,10210000,FALSE
ATDA,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",6/1/1966,15:00:00,Atlas SLV-3,3310000,TRUE
Surveyor 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/30/1966,14:41:00,Atlas-LV3C Centaur-D,10960000,TRUE
GATV 5004,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",5/17/1966,15:15:00,Atlas-SLV3 Agena-D,18800000,FALSE
Gemini VIII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",5/16/1966,16:41:00,Titan II GLV,10370000,FALSE
KH-7 Gambit 4028,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",5/14/1966,18:30:00,Atlas-SLV3 Agena-D,24200000,TRUE
KH-7 Gambit 4027,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",4/19/1966,19:12:00,Atlas-SLV3 Agena-D,22500000,TRUE
OAO-1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",4/8/1966,19:35:00,Atlas-SLV3B Agena-D,24880000,TRUE
Surveyor Model-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/8/1966,1:00:00,Atlas-LV3C Centaur-D,5760000,FALSE
OV1-4/OV1-5,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",3/30/1966,9:20:00,Atlas-D OV1,14340000,TRUE
KH-7 Gambit 4026,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",3/18/1966,20:30:00,Atlas-SLV3 Agena-D,12200000,TRUE
GATV 5003,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",3/16/1966,15:00:00,Atlas-SLV3 Agena-D,18490000,TRUE
AS-201,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",2/26/1966,16:12:00,Saturn IB,12490000,TRUE
KH-7 Gambit 4025,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",2/15/1966,13:04:00,Atlas-SLV3 Agena-D,21580000,TRUE
KH-7 Gambit 4024,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1/19/1966,20:10:00,Atlas-SLV3 Agena-D,2440000,TRUE
"LES 3 & 4, OV2-3, OSCAR-4",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",12/21/1965,14:00:00,Titan IIIC,16750000,FALSE
Gemini VI-A,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",12/15/1965,13:37:00,Titan II GLV,24230000,TRUE
Gemini VII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",12/4/1965,19:30:00,Titan II GLV,2920000,TRUE
KH-7 Gambit 4023,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",11/8/1965,19:26:00,Atlas-SLV3 Agena-D,23180000,TRUE
GATV 5002,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",10/25/1965,15:00:00,Atlas-SLV3 Agena-D,11940000,FALSE
LCS-2 & OV2-1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",10/15/1965,17:23:00,Titan IIIC,21100000,FALSE
OV1-2,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",10/5/1965,9:07:00,Atlas-D OV1,19470000,TRUE
KH-7 Gambit 4022,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",9/30/1965,19:20:00,Atlas-SLV3 Agena-D,19200000,TRUE
Gemini V,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",8/21/1965,13:59:00,Titan II GLV,9400000,TRUE
Surveyor SD-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",8/11/1965,14:31:00,Atlas-LV3C Centaur-D,17010000,TRUE
KH-7 Gambit 4021,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",8/3/1965,19:12:00,Atlas-SLV3 Agena-D,23560000,TRUE
A-105,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",7/30/1965,13:00:00,Saturn I,23660000,TRUE
Vela 3A/3B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",7/20/1965,8:27:00,Atlas-LV3 Agena-D,12770000,TRUE
KH-7 Gambit 4020,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",7/12/1965,19:00:00,Atlas-SLV3 Agena-D,6990000,FALSE
KH-7 Gambit 4019,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",6/25/1965,19:30:00,Atlas-SLV3 Agena-D,1780000,TRUE
Transtage 5,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",6/18/1965,14:00:00,Titan IIIC,4130000,TRUE
Gemini IV,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",6/3/1965,15:15:00,Titan II GLV,5750000,TRUE
OV1-3,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",5/28/1965,2:54:00,Atlas-D OV1,21370000,FALSE
KH-7 Gambit 4018,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",5/27/1965,19:30:00,Atlas-SLV3 Agena-D,2180000,TRUE
A-104,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",5/25/1965,7:35:00,Saturn I,9060000,TRUE
KH-7 Gambit 4017,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",4/28/1965,20:17:00,Atlas-SLV3 Agena-D,11010000,TRUE
SNAPSHOT,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",4/3/1965,21:25:00,Atlas-SLV3 Agena-D,22190000,TRUE
Gemini 3,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",3/23/1965,14:24:00,Titan II GLV,5220000,TRUE
Ranger 9,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",3/21/1965,21:37:00,Atlas-LV3 Agena-B,17720000,TRUE
KH-7 Gambit 4016,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",3/12/1965,19:25:00,Atlas-SLV3 Agena-D,14260000,TRUE
Surveyor-SD 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/2/1965,13:25:00,Atlas-LV3C Centaur-C,5730000,FALSE
Ranger 8,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",2/17/1965,17:05:00,Atlas-LV3 Agena-B,10400000,TRUE
A-103,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2/16/1965,14:37:00,Saturn I,23090000,TRUE
KH-7 Gambit 4015,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1/23/1965,20:09:00,Atlas-SLV3 Agena-D,23930000,TRUE
OV1-1,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1/21/1965,20:09:00,Atlas-D OV1,8050000,FALSE
Gemini 2,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1/19/1965,14:04:00,Titan II GLV,10730000,TRUE
Surveyor-Model 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",12/11/1964,14:25:00,Atlas-LV3C Centaur-C,8790000,FALSE
KH-7 Gambit 4014,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",12/4/1964,18:57:00,Atlas-SLV3 Agena-D,15260000,TRUE
Mariner 4,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",11/28/1964,14:22:00,Atlas-LV3 Agena-D,11670000,TRUE
Mariner 3,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",11/5/1964,19:22:00,Atlas-LV3 Agena-D,12500000,FALSE
KH-7 Gambit 4013,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",10/23/1964,18:30:00,Atlas-LV3 Agena-D,3910000,TRUE
KH-7 Gambit 4012,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",10/8/1964,20:00:00,Atlas-SLV3 Agena-D,24340000,FALSE
KH-7 Gambit 4011,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",9/23/1964,13:10:00,Atlas-SLV3 Agena-D,2320000,TRUE
A-102,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",9/18/1964,16:22:00,Saturn I,7480000,TRUE
OGO 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",9/5/1964,1:23:00,Atlas-LV3 Agena-B,18430000,TRUE
KH-7 Gambit 4010,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",8/14/1964,22:00:00,Atlas-SLV3 Agena-D,16800000,TRUE
Ranger 7,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",7/28/1964,16:50:00,Atlas-LV3 Agena-B,13050000,TRUE
Vela 2A/2B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",7/17/1964,2:37:00,Atlas-LV3 Agena-D,5340000,TRUE
KH-7 Gambit 4009,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",7/6/1964,18:51:00,Atlas-LV3 Agena-D,23790000,TRUE
AC-3 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/30/1964,14:04:00,Atlas-LV3C Centaur-C,18350000,FALSE
A-101,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",5/28/1964,17:07:00,Saturn I,19050000,TRUE
KH-7 Gambit 4008,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",5/19/1964,19:21:00,Atlas-LV3 Agena-D,5140000,TRUE
KH-7 Gambit 4007,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",4/23/1964,16:19:00,Atlas-LV3 Agena-D,17300000,TRUE
Gemini 1,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",4/8/1964,16:01:00,Titan II GLV,4450000,TRUE
KH-7 Gambit 4006,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",3/11/1964,20:14:00,Atlas-LV3 Agena-D,14290000,TRUE
KH-7 Gambit 4005,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",2/25/1964,18:59:00,Atlas-LV3 Agena-D,6580000,TRUE
